DOCID	CLASE	NUM-TERMINOS	TERMINOS[termino/peso]
252	money-fx	27	around/0.114456 assistance/0.16021 bank/0.179712 brings/0.198285 compares/0.171378 england/0.155638 far/0.155638 forecast/0.126632 given/0.138487 help/0.253264 late/0.271617 latest/0.16021 market/0.157774 mln/0.080721 money/0.2619 providedthe/0.240932 reuter/0.000078 said/0.01837 shortage/0.165394 stg/0.433412 system/0.126632 today/0.176606 total/0.085372 uk/0.120941 250/0.165394 85/0.35691 87/0.124641
270	trade	88	able/0.096092 acid/0.123728 acquire/0.068457 adjustment/0.192185 advisory/0.101827 agreement/0.049218 allowing/0.091644 also/0.034024 attempted/0.101827 attempting/0.10991 autumn/0.10991 baldrige/0.371184 business/0.102426 canada/0.063036 change/0.066109 commerce/0.096092 companies/0.055272 company/0.060412 complete/0.079926 computer/0.196266 concern/0.176019 concerned/0.075926 continuing/0.088009 control/0.072596 council/0.068457 countries/0.054639 deficit/0.072596 deficits/0.192185 discussion/0.203655 exchange/0.10686 export/0.050695 expressed/0.096092 fairchild/0.123728 feel/0.10991 free/0.091644 fujitsu/0.123728 giant/0.123728 group/0.04458 hopeful/0.123728 improvement/0.079926 including/0.058778 industry/0.05956 issue/0.068457 issues/0.072596 japan/0.055925 japanese/0.072596 korea/0.079926 korean/0.091644 large/0.071119 lastly/0.123728 likelihood/0.123728 little/0.084936 major/0.102426 malcolmbaldrige/0.123728 market/0.081023 matters/0.10991 much/0.061222 particular/0.096092 president/0.055925 probably/0.079926 rain/0.10991 ranging/0.088009 rate/0.052291 rates/0.063036 remained/0.084936 repeated/0.123728 resisting/0.096092 reuter/0.00004 s/0.042226 said/0.03382 secretary/0.077826 see/0.145192 south/0.061222 speaking/0.10991 states/0.063036 surplus/0.069743 t/0.071119 taiwan/0.206607 takeover/0.079926 time/0.05343 trade/0.109712 united/0.05956 unless/0.10991 unresolved/0.123728 us/0.117843 wide/0.123728 without/0.067248 won/0.091644
288	money-fx	51	added/0.074398 aide/0.139595 also/0.049428 america/0.105461 assistantsecretary/0.179742 berger/0.359484 cause/0.246777 close/0.103315 council/0.099448 cut/0.086524 depressions/0.179742 deputy/0.116111 devalued/0.179742 dollar/0.316384 drop/0.099448 dropped/0.123389 drops/0.159669 economic/0.091573 exchange/0.077619 export/0.073646 germans/0.179742 go/0.101317 goods/0.105461 inflation/0.285119 interest/0.079375 japanese/0.105461 margins/0.147926 markets/0.083242 may/0.062656 meeting/0.080294 much/0.088938 partners/0.113059 president/0.081244 prices/0.13407 profit/0.059757 recent/0.081244 reflect/0.119522 remained/0.123389 reuter/0.000058 s/0.061342 said/0.02741 states/0.091573 thomas/0.159669 told/0.06645 trading/0.097692 treasury/0.220598 trigger/0.147926 united/0.086524 us/0.116229 value/0.097692 warns/0.179742
300	crude	63	areas/0.074141 coastal/0.128987 continent/0.229163 crude/0.154689 december/0.055098 decline/0.064748 declined/0.071366 drop/0.071366 dropped/0.088546 dwt/0.114581 eastern/0.106155 fall/0.058302 february/0.048972 fell/0.055098 fellto/0.128987 gulf/0.215388 houlder/0.257973 howard/0.229163 included/0.085771 january/0.118146 last/0.037405 liftings/0.128987 london/0.077345 long/0.066729 mainly/0.079153 mideast/0.114581 mln/0.072026 month/0.055098 movements/0.286616 oil/0.104647 options/0.1835 previously/0.063824 reflected/0.100176 reuter/0.000042 rose/0.052323 said/0.01967 seven/0.060492 sharp/0.077345 sharply/0.068918 shipbroker/0.128987 shipments/0.083323 spot/0.100176 tons/0.349324 totalled/0.100176 uk/0.129496 us/0.032267 western/0.079153 worldwide/0.095539 11.65/0.128987 1.2/0.095539 1.69/0.128987 1.99/0.114581 2.05/0.128987 2.13/0.114581 2.91/0.128987 30.07/0.128987 3.59/0.114581 37.25/0.128987 41.44/0.128987 4.15/0.128987 4.77/0.128987 5.94/0.128987 7.4/0.106155
302	money-fx	158	ability/0.04868 account/0.07573 adequacy/0.068437 adequate/0.060794 affect/0.050691 agencies/0.053151 agree/0.045508 agreed/0.084041 agreement/0.054447 amount/0.036566 amounts/0.050691 april/0.02054 arrangements/0.106302 array/0.068437 assets/0.033394 assigned/0.056323 assignment/0.068437 authorities/0.106302 balance/0.073133 bank/0.097178 banking/0.037197 banks/0.117611 basis/0.04698 board/0.027489 britain/0.091016 calculating/0.060794 called/0.037197 capital/0.106213 central/0.034867 certain/0.07573 change/0.036566 changed/0.09736 circumstances/0.09736 collaterals/0.136874 comment/0.045508 commercial/0.037865 competitively/0.060794 complements/0.068437 concept/0.060794 concerned/0.041997 consolidate/0.136874 contract/0.123111 contracts/0.17219 counterparty/0.15715 cover/0.09736 covering/0.056323 create/0.121588 credit/0.124995 currency/0.07573 current/0.067166 decisions/0.053151 depending/0.056323 determined/0.053151 development/0.069733 dilemma/0.068437 domestic/0.033863 due/0.028327 encourage/0.152072 england/0.14686 equivalent/0.117636 estimate/0.040155 exchange/0.076395 exchanges/0.101381 exposure/0.04868 exposures/0.068437 faced/0.056323 fed/0.04698 federalreserve/0.060794 final/0.041997 five/0.023291 fluctuations/0.056323 foreign/0.064191 forward/0.04698 future/0.035404 futures/0.09736 given/0.039337 government/0.029883 governments/0.060794 guarantees/0.15715 hand/0.136874 however/0.030934 implementation/0.136874 interest/0.078123 involving/0.056323 january/0.0485 joint/0.04868 keen/0.136874 lies/0.068437 make/0.032095 matures/0.068437 maturity/0.060794 may/0.071569 measure/0.04868 measuring/0.068437 might/0.039337 multiple/0.136874 national/0.033863 net/0.025937 new/0.042256 one/0.062135 options/0.125836 organisations/0.060794 overly/0.068437 paper/0.093961 payments/0.07573 pct/0.013335 plan/0.036566 plans/0.033394 potential/0.082074 price/0.026463 proposal/0.07573 proposals/0.167986 proposed/0.067727 quality/0.04868 rate/0.057846 rates/0.034867 reached/0.041037 recognised/0.182382 reduce/0.070809 reflected/0.053151 regulatory/0.088419 remaining/0.040155 require/0.04868 requirements/0.053151 reuter/0.000022 risk/0.143001 rules/0.083993 said/0.022552 securities/0.065888 sheet/0.043048 sheets/0.068437 show/0.038577 showed/0.106079 similar/0.086095 single/0.152072 spot/0.106302 standards/0.101381 stream/0.136874 stringent/0.068437 subject/0.038577 support/0.035404 swaps/0.053151 take/0.074393 traded/0.093961 treatment/0.060794 trunk/0.068437 two/0.018108 uk/0.068707 unnecessarily/0.068437 us/0.06848 value/0.074393 weights/0.136874 will/0.01468 wish/0.136874 yet/0.040155 zero/0.056323 100/0.036566 16/0.027223
310	grain	61	added/0.059603 air/0.102428 april/0.086436 c/0.191507 can/0.142504 cold/0.22367 damage/0.098851 damaged/0.118509 degrees/0.127917 earlier/0.05784 even/0.095753 expected/0.056735 exposed/0.143998 february/0.054671 frost/0.127917 frosts/0.255833 ground/0.127917 harmful/0.143998 impact/0.08277 institute/0.08277 known/0.102428 late/0.081169 layer/0.143998 likely/0.078265 low/0.075685 mainly/0.088365 march/0.038101 may/0.050196 melted/0.143998 meteorology/0.143998 minus/0.22367 night/0.095753 poland/0.289089 polish/0.118509 protective/0.143998 recent/0.065087 reuter/0.000047 reuters/0.065087 s/0.049143 said/0.021959 shoots/0.143998 snow/0.118509 sown/0.127917 spells/0.143998 spokesman/0.062183 still/0.075685 survive/0.118509 temperatures/0.204856 teresa/0.143998 thin/0.143998 though/0.111835 told/0.053236 tomaszewska/0.143998 tosurvive/0.143998 varieties/0.143998 wheat/0.220088 will/0.030889 winter/0.186041 young/0.143998 20/0.05517 30/0.05568
315	coffee	246	accommodative/0.060594 ad/0.053827 administration/0.071106 adoption/0.049868 african/0.037184 agree/0.040293 agreement/0.024104 aim/0.04706 allies/0.060594 allow/0.038114 also/0.016663 although/0.039143 america/0.035553 american/0.026759 among/0.074367 appeals/0.060594 april/0.018186 asked/0.036334 assistant/0.044881 australia/0.049868 away/0.049868 back/0.034156 backed/0.107654 based/0.028417 basic/0.083193 blamed/0.04706 bloc/0.060594 block/0.060594 bracing/0.060594 brasilia/0.060594 brazil/0.155053 calculated/0.044881 central/0.030871 change/0.032376 coast/0.044881 coffee/0.156603 collapse/0.044881 colombia/0.111415 come/0.040293 community/0.030417 comply/0.049868 concern/0.043101 conflicting/0.053827 congress/0.033526 consumer/0.071106 consumers/0.044881 consuming/0.134644 continue/0.061742 costa/0.053827 council/0.033526 countries/0.08889 criteria/0.178777 crop/0.032376 customs/0.044881 debt/0.029983 delegation/0.049868 demand/0.031347 department/0.075242 differed/0.053827 difficult/0.038114 diplomatic/0.053827 discussing/0.04706 division/0.037184 dominican/0.049868 drive/0.053827 early/0.027068 easing/0.053827 ec/0.030417 effect/0.034829 effort/0.037184 el/0.060594 enough/0.04706 establishing/0.121188 establishinginternational/0.060594 european/0.029567 expected/0.023874 export/0.024827 exportable/0.053827 face/0.043101 faced/0.049868 failure/0.104155 fairly/0.049868 far/0.039143 feeling/0.060594 flexible/0.107654 flood/0.053827 following/0.035553 formula/0.04706 france/0.041596 future/0.094041 germany/0.072668 government/0.026458 group/0.056436 guatemala/0.060594 head/0.04706 hoc/0.053827 house/0.032934 however/0.054777 ico/0.080585 identified/0.053827 important/0.086203 imports/0.02772 impossible/0.044881 incorporating/0.060594 intransigence/0.060594 involved/0.038114 issue/0.033526 ivory/0.053827 japan/0.027389 joined/0.044881 jon/0.060594 key/0.04706 kind/0.053827 knowing/0.060594 large/0.069659 largest/0.032934 last/0.017572 latin/0.041596 lead/0.037184 led/0.101183 legislation/0.037184 london/0.1207 maintaining/0.053827 major/0.064833 make/0.028417 manuevering/0.060594 market/0.051286 may/0.0546 method/0.099737 monitor/0.049868 months/0.026759 mounting/0.060594 national/0.029983 nations/0.068311 necessary/0.044881 negotiations/0.041596 netherlands/0.043101 new/0.037414 next/0.058337 nobody/0.060594 now/0.02458 objective/0.179174 offensive/0.060594 official/0.051767 officials/0.127391 one/0.015346 opposing/0.049868 organization/0.041596 outcome/0.04706 particularly/0.101183 plans/0.029567 player/0.060594 policy/0.088291 political/0.086203 politically/0.121188 position/0.164102 positions/0.044881 pressure/0.120878 pressures/0.089763 pressuring/0.060594 prevent/0.04706 prices/0.022599 problems/0.035553 producer/0.13818 producers/0.131735 production/0.026167 proposals/0.037184 proposed/0.059965 proposing/0.053827 put/0.037184 qualified/0.053827 question/0.053827 quota/0.040293 quotas/0.130257 re/0.035553 reagan/0.037184 reassess/0.121188 recent/0.027389 reduced/0.030871 representative/0.038114 represented/0.041596 republic/0.049868 resisting/0.04706 resolve/0.053827 resume/0.053827 return/0.035553 reuter/0.00002 reuters/0.027389 reviewing/0.060594 rica/0.049868 risky/0.060594 rosenbaum/0.156633 s/0.037067 said/0.022671 salvador/0.060594 security/0.044881 seen/0.034156 sensitive/0.060594 service/0.036334 set/0.026759 setting/0.086203 share/0.017572 shares/0.04259 situation/0.035553 small/0.078286 soften/0.060594 softening/0.060594 sources/0.030871 splinter/0.156633 stance/0.053827 state/0.080276 states/0.092612 step/0.089763 stocks/0.033526 strong/0.038114 successfully/0.04706 support/0.081031 supported/0.049868 taken/0.037184 talks/0.123293 test/0.053827 times/0.04706 told/0.022401 toward/0.04706 trade/0.020786 traditional/0.049868 transition/0.049868 turn/0.04706 uk/0.030417 united/0.087506 unlikely/0.044881 urgent/0.053827 us/0.082754 verified/0.060594 votes/0.049868 want/0.039143 washington/0.038114 way/0.035553 week/0.028417 west/0.059965 white/0.043101 will/0.038994 willing/0.043101 within/0.036334 world/0.025609 zealand/0.053827
317	grain	175	abundant/0.063519 according/0.090845 advanced/0.052275 affected/0.041032 aid/0.043604 aires/0.063519 april/0.019064 area/0.136306 areas/0.03651 argentine/0.063519 begin/0.047048 buenos/0.063519 central/0.032361 chaco/0.063519 coarse/0.127038 compared/0.025766 condition/0.049331 continued/0.03651 contrast/0.052275 cordoba/0.063519 corrientes/0.063519 crops/0.103279 cut/0.030576 damage/0.043604 drop/0.070288 entre/0.063519 estimated/0.030994 estimates/0.123096 expected/0.083135 fe/0.11285 figure/0.112715 figures/0.061153 five/0.055879 formosa/0.063519 forward/0.087208 four/0.02805 fresh/0.049331 generally/0.049331 good/0.038978 grain/0.123804 great/0.049331 growers/0.098663 halt/0.056425 harvest/0.212374 harvested/0.169275 harvesting/0.169275 harvests/0.063519 heaviest/0.063519 hectares/0.180727 helped/0.049331 high/0.029417 hit/0.041032 inched/0.063519 increase/0.027133 la/0.056425 last/0.07368 less/0.081245 lower/0.028711 luis/0.063519 maize/0.173655 may/0.022142 mean/0.084475 measured/0.049331 million/0.052275 misiones/0.063519 mln/0.036674 mm/0.199031 moving/0.047048 nine/0.049582 official/0.054266 pampa/0.063519 paralysed/0.063519 particularly/0.041032 pct/0.058176 planted/0.180727 private/0.06572 producing/0.035804 production/0.082289 proved/0.063519 province/0.063519 put/0.038978 rain/0.056425 rainfall/0.063519 rains/0.187822 record/0.056795 recorded/0.043604 reduce/0.03286 reported/0.027735 reuter/0.000021 revise/0.063519 rios/0.063519 s/0.045197 said/0.009686 san/0.049331 santa/0.11285 sectors/0.052275 seven/0.089366 similar/0.039954 slowly/0.063519 sorghum/0.141143 sources/0.032361 soybean/0.173655 sunflower/0.190556 sunflowers/0.063519 temperatures/0.045182 though/0.098663 throughoutargentina/0.063519 tonnes/0.107444 torrential/0.127038 total/0.097275 trade/0.021789 two/0.043445 virtually/0.052275 volume/0.123096 week/0.077003 western/0.038978 will/0.013625 year/0.033675 yesterday/0.032361 yields/0.056425 10/0.050534 100/0.033938 10.3/0.043604 10.4/0.047048 10.8/0.063519 11/0.033385 11.1/0.052275 120/0.049331 1.23/0.052275 12.4/0.049331 12.6/0.056425 1.30/0.052275 13.8/0.052275 1.45/0.056425 15/0.065314 15.1/0.056425 15.2/0.056425 16.7/0.052275 17.5/0.052275 18.9/0.063519 19.4/0.063519 1985/0.060118 1986/0.025032 21.9/0.056425 2.2/0.042238 22/0.034523 2.4/0.045182 2.7/0.052275 270/0.063519 29.9/0.052275 3.14/0.063519 3.2/0.045182 3.34/0.063519 34.1/0.063519 3.5/0.049331 3.58/0.063519 36.3/0.063519 3.7/0.052275 3.78/0.063519 3.8/0.052275 3.85/0.052275 40/0.038978 4.1/0.11285 41.5/0.063519 4.2/0.063519 50/0.029789 60/0.033385 7.1/0.056425 7.2/0.049331 7.3/0.056425 75/0.052275 8.0/0.052275 8.4/0.056425 86/0.116935 87/0.06572
321	trade	47	affairs/0.120583 aide/0.126437 appoints/0.162799 belgian/0.111758 body/0.126437 charge/0.191041 chief/0.29286 commission/0.16111 commissioner/0.133983 community/0.081721 continue/0.082941 davignon/0.162799 departments/0.144618 ec/0.163442 etienne/0.162799 european/0.079439 external/0.120583 former/0.102402 forums/0.162799 gatt/0.120583 handling/0.126437 hugo/0.162799 january/0.057686 luyten/0.162799 may/0.05675 multilateral/0.162799 negotiations/0.223516 new/0.05026 now/0.066039 oecd/0.133983 official/0.139084 paemen/0.42083 paul/0.144618 post/0.126437 previously/0.080555 retirement/0.133983 reuter/0.000053 said/0.024826 since/0.076349 spokesman/0.210907 todayappointed/0.162799 top/0.126437 trade/0.144357 will/0.034922 world/0.068803 1/0.065392 1985/0.051361
331	crude	203	according/0.073257 activity/0.117617 along/0.094181 analyst/0.039697 analysts/0.096463 around/0.03145 association/0.037317 available/0.039697 barrel/0.042765 barrels/0.090892 bbl/0.058809 bbls/0.132404 best/0.042765 bill/0.069591 birr/0.066202 blend/0.066202 bolster/0.132404 boosted/0.058809 bpd/0.049035 california/0.249464 clouded/0.058809 coast/0.049035 come/0.044022 comes/0.058809 commission/0.065515 companies/0.029574 compared/0.069419 conservation/0.051415 continue/0.033728 cost/0.033232 costs/0.035982 countries/0.029235 county/0.094181 crawl/0.066202 crude/0.142312 curb/0.045446 current/0.025135 curti/0.066202 david/0.045446 day/0.074634 decade/0.066202 decrease/0.108968 department/0.027402 despite/0.039697 dlrs/0.02735 don/0.044022 dregs/0.066202 drill/0.051415 drilled/0.132906 drilling/0.203521 due/0.027402 early/0.029574 ed/0.066202 eight/0.031047 energy/0.089945 enough/0.051415 estimated/0.032304 even/0.044022 eventually/0.04709 expected/0.026083 expensive/0.054484 exploratory/0.219918 exporting/0.04709 extract/0.132404 extraction/0.066202 fall/0.029923 far/0.042765 february/0.050269 fell/0.073101 fields/0.051415 five/0.02253 frequently/0.058809 future/0.034248 gains/0.035372 get/0.042765 grade/0.051415 guerard/0.17113 half/0.033728 heart/0.066202 heavy/0.090892 high/0.061319 hold/0.038843 inc/0.011484 increase/0.028279 increased/0.033728 independent/0.04709 industry/0.031868 information/0.04709 injection/0.066202 inland/0.066202 islikely/0.066202 john/0.045446 justify/0.058809 kern/0.132404 lack/0.051415 last/0.068824 less/0.032757 level/0.035372 levels/0.102615 likely/0.035982 line/0.074634 ll/0.054484 low/0.034795 lower/0.029923 malmgreen/0.17113 many/0.040625 marker/0.066202 mitchell/0.152018 mln/0.02456 month/0.028279 much/0.084677 munger/0.066202 near/0.037317 new/0.020438 now/0.069419 number/0.074634 october/0.079394 oil/0.140932 one/0.016766 onshore/0.066202 organization/0.045446 outlook/0.042765 output/0.038053 overall/0.049035 pact/0.039697 patch/0.066202 pct/0.033345 per/0.021513 petroleum/0.041642 pickup/0.054484 prices/0.094004 probably/0.085531 produce/0.04709 producers/0.035982 produces/0.058809 producing/0.096463 production/0.108846 prospects/0.04709 quarter/0.02491 recent/0.029923 recovery/0.066202 reduced/0.033728 remain/0.044022 require/0.04709 rest/0.054484 reuter/0.000022 right/0.04709 rigs/0.066202 s/0.050377 said/0.025239 securities/0.031868 seen/0.037317 services/0.034795 sharply/0.035372 significant/0.039697 slipped/0.054484 slowed/0.066202 slumped/0.066202 southern/0.041642 spur/0.066202 state/0.075571 steam/0.066202 stripper/0.152018 t/0.038053 thick/0.117617 think/0.039697 thirds/0.058809 time/0.028588 times/0.051415 total/0.046916 tracks/0.066202 two/0.017517 unusual/0.058809 use/0.042765 water/0.051415 week/0.031047 well/0.032304 wells/0.205661 will/0.028402 wilson/0.054484 year/0.033048 10/0.052669 1.066/0.066202 1.185/0.066202 137/0.066202 14/0.071964 17/0.029923 18/0.065515 1983/0.054484 1985/0.053989 1986/0.043334 1987/0.02253 20/0.025364 25/0.030659 33/0.042765 405/0.066202 408/0.066202 424/0.066202 43521/0.066202 50000/0.04709 55/0.042765 63/0.04709 70/0.042765
335	grain	82	aconsiderable/0.121854 adding/0.071496 affected/0.078716 agriculture/0.058658 amount/0.065107 analyst/0.073068 bringing/0.108245 byelorussia/0.121854 caused/0.074776 centigrade/0.108245 considerable/0.100285 country/0.066229 creates/0.121854 crop/0.065107 crops/0.19813 daily/0.086676 department/0.050437 easy/0.108245 effort/0.074776 equal/0.08365 extra/0.108245 fall/0.055078 fell/0.052052 fields/0.094637 fieldwork/0.121854 figure/0.08365 figures/0.058658 fulfil/0.121854 giving/0.086676 government/0.053207 grain/0.184815 harvest/0.086676 hectares/0.173353 highest/0.100285 izvestia/0.314988 large/0.070041 less/0.060295 low/0.064046 minus/0.094637 mln/0.040826 must/0.066229 need/0.146135 newspaper/0.108245 nine/0.095118 part/0.060295 parts/0.08365 pct/0.023743 planned/0.08365 previously/0.060295 reseeded/0.27981 reseeding/0.121854 reuter/0.00004 s/0.020793 said/0.033308 says/0.074776 second/0.070041 simple/0.121854 soviet/0.188877 spring/0.094637 state/0.053811 stop/0.100285 sudden/0.108245 target/0.068687 task/0.121854 temperatures/0.173353 tonnes/0.09886 total/0.043178 ukraine/0.108245 union/0.068687 us/0.030483 washington/0.076647 week/0.057147 will/0.052278 winter/0.261488 winterkill/0.189274 without/0.066229 years/0.055078 10/0.048472 1987/0.04147 232/0.243708 25/0.056433 30/0.047118
338	grain	60	acres/0.11559 action/0.081848 agriculture/0.062637 alfalfa/0.231179 asked/0.078025 benefits/0.084057 bill/0.136782 buster/0.130122 committeeapproved/0.130122 conservation/0.261231 crop/0.069525 currently/0.070723 d/0.079849 deny/0.130122 edward/0.11559 equity/0.089325 established/0.09638 exempt/0.101058 exemption/0.260243 farm/0.159699 farmers/0.152694 federal/0.125275 first/0.053315 grasses/0.231179 group/0.046884 identified/0.11559 interrupting/0.130122 lead/0.079849 leading/0.086526 legumes/0.231179 makes/0.079849 measure/0.092557 millions/0.11559 move/0.084057 multiyear/0.231179 neb/0.11559 official/0.055583 panel/0.202116 planted/0.185114 plantings/0.11559 potentially/0.130122 program/0.073347 regulations/0.101058 requirement/0.09638 restore/0.107089 reuter/0.000042 row/0.09638 rules/0.079849 s/0.022204 said/0.019843 sen/0.101058 senate/0.185114 sod/0.130122 sodbuster/0.11559 unfortunate/0.130122 us/0.065102 without/0.070723 zorinsky/0.11559 1981/0.192759 1985/0.106116
351	grain	73	already/0.069267 amount/0.163053 awarding/0.118055 barley/0.226034 bernard/0.118055 better/0.072445 called/0.064165 carryoverbarley/0.118055 cereals/0.087442 certificates/0.076262 commission/0.11683 compared/0.047889 countries/0.052133 decision/0.074258 detailing/0.118055 director/0.07079 due/0.048865 ec/0.153186 end/0.109347 estimate/0.069267 estimated/0.115211 estimates/0.076262 export/0.125036 exports/0.05098 february/0.044822 forecasts/0.081042 french/0.290356 help/0.062049 higher/0.056829 hold/0.069267 intervention/0.209491 january/0.041832 journalists/0.091686 large/0.067858 larger/0.087442 lowered/0.083974 maize/0.194317 mln/0.034081 month/0.050429 non/0.065318 now/0.047889 office/0.081042 onic/0.209742 opened/0.081042 outlets/0.118055 outlook/0.076262 previous/0.054006 put/0.187267 reuter/0.000038 s/0.020145 said/0.027004 size/0.097158 small/0.076262 special/0.064165 stocks/0.130636 tenders/0.097158 told/0.043645 tonnes/0.17168 unchanged/0.065318 vieux/0.305168 volume/0.076262 without/0.064165 worrying/0.23611 155000/0.118055 1.72/0.104871 1985/0.096276 1986/0.046524 200000/0.097158 4.5/0.083974 5.76/0.118055 700000/0.174884 86/0.187267 87/0.122147
364	grain	101	additional/0.059252 advisedthe/0.110896 advises/0.098511 agricultural/0.069754 aid/0.152255 already/0.065067 announced/0.05737 april/0.033283 around/0.052682 august/0.082139 barley/0.082139 beginning/0.078882 billion/0.035769 board/0.169594 bolts/0.110896 cabinet/0.091266 canada/0.112996 canadian/0.175911 charles/0.098511 compensate/0.098511 crop/0.153165 cut/0.137992 cuts/0.139509 decision/0.069754 declined/0.061357 delivered/0.091266 depend/0.098511 difference/0.086126 dlr/0.041727 drops/0.098511 economic/0.056498 economists/0.078882 elevators/0.110896 end/0.051358 estimated/0.054112 expected/0.043693 fall/0.050125 farm/0.068052 farmers/0.216147 federal/0.160148 final/0.136103 getting/0.082139 give/0.065067 good/0.068052 government/0.125169 grain/0.1952 growers/0.086126 higher/0.053383 initial/0.244964 last/0.064318 leaders/0.098511 lower/0.10025 made/0.046378 makes/0.068052 markets/0.102716 mayer/0.221792 minister/0.05737 news/0.059252 nuts/0.110896 oats/0.098511 obtains/0.110896 officials/0.058286 one/0.028085 paid/0.059252 payment/0.12502 pct/0.043217 pretty/0.110896 price/0.085761 prices/0.157468 program/0.06251 put/0.068052 re/0.130133 really/0.082139 receive/0.127485 recommend/0.076127 recommended/0.098511 rests/0.110896 reuter/0.000036 s/0.037846 said/0.021857 serious/0.078882 sharply/0.059252 size/0.091266 spokesman/0.095777 survival/0.098511 talking/0.091266 treasury/0.068052 used/0.071637 usually/0.091266 warned/0.082139 western/0.068052 wheat/0.202543 whether/0.063743 will/0.023788 world/0.046867 worthwhile/0.110896 year/0.046325 1/0.044544 19/0.063743 20/0.042488 27/0.054112
370	trade	64	agreed/0.062689 agreement/0.052493 ambassador/0.117224 bilateral/0.102486 briefing/0.117224 canada/0.13446 canadian/0.161957 charged/0.102486 chief/0.079128 complaint/0.117224 conservations/0.131961 consultations/0.131961 council/0.146023 david/0.090588 debate/0.108603 decision/0.083005 delegation/0.108603 deputy/0.085245 discriminatory/0.131961 dispute/0.204973 domestic/0.065296 examine/0.131961 export/0.054068 failed/0.108603 formaldispute/0.131961 gatt/0.293226 general/0.070507 herring/0.341115 home/0.085245 insisting/0.131961 jobs/0.108603 law/0.175498 line/0.074384 michael/0.090588 news/0.070507 official/0.056369 panel/0.264924 preserve/0.131961 processed/0.108603 prohibiting/0.131961 reasons/0.097742 replied/0.102486 resolve/0.117224 reuter/0.000043 robert/0.097742 row/0.097742 rules/0.080978 ruling/0.108603 s/0.022518 salmon/0.263922 samuels/0.117224 set/0.058274 sets/0.062689 setting/0.093866 spokesman/0.056985 taken/0.080978 tariffs/0.097742 told/0.048786 trade/0.045267 trying/0.093866 unprocessed/0.131961 us/0.066022 white/0.093866 wood/0.131961
374	crude	36	accompanied/0.181081 agency/0.100189 algeria/0.160858 algerian/0.468089 aps/0.181081 aqazadeh/0.181081 aqazadehis/0.181081 belkacem/0.181081 bilateral/0.140635 counterpart/0.181081 current/0.068751 delegation/0.149029 due/0.074952 energy/0.19035 exchange/0.078197 expected/0.071346 field/0.134125 friday/0.248616 gholamreza/0.181081 iranian/0.321717 large/0.104085 minister/0.187357 nabi/0.181081 news/0.096753 official/0.077352 officials/0.095175 oil/0.146911 relations/0.149029 reuter/0.000059 said/0.027614 situation/0.106247 talks/0.176719 today/0.066368 views/0.160858 will/0.077688 world/0.07653
377	crude	92	added/0.050634 adopting/0.122329 affected/0.079022 alick/0.122329 around/0.116226 barrel/0.158045 brent/0.201351 britian/0.122329 buchanan/0.316215 collapse/0.090607 committee/0.146705 commons/0.108667 companies/0.054646 consuming/0.090607 context/0.108667 crude/0.073352 damage/0.083976 damaged/0.100676 day/0.068954 december/0.052254 dipped/0.122329 diving/0.122329 dlrs/0.050538 drilling/0.087014 energy/0.12859 grade/0.095005 hassuffered/0.122329 house/0.066487 however/0.055293 industry/0.152218 intention/0.090607 jobs/0.100676 july/0.070314 last/0.0917 lost/0.087014 low/0.064295 maintain/0.090607 manpower/0.122329 meeting/0.054646 minister/0.063284 mln/0.013662 nation/0.079022 north/0.158045 noted/0.063284 noting/0.108667 november/0.081344 offshore/0.100676 oil/0.177895 opec/0.181215 peak/0.090607 permament/0.122329 permanently/0.122329 previous/0.055961 prices/0.091245 producing/0.068954 production/0.052826 quotas/0.073352 recovered/0.122329 report/0.057369 reuter/0.00004 s/0.041748 said/0.027982 sea/0.181215 sectors/0.100676 seen/0.068954 services/0.064295 six/0.046029 smith/0.190011 snith/0.122329 spending/0.087014 state/0.054021 stg/0.073352 still/0.064295 style/0.122329 supply/0.062323 sustain/0.108667 today/0.044834 told/0.045225 total/0.043346 traded/0.083976 uk/0.158731 vessels/0.090607 well/0.059691 workforce/0.108667 year/0.017034 14000/0.122329 17.15/0.122329 18/0.06053 1986/0.024104 30/0.047301 300000/0.100676 8.50/0.108667
383	crude	50	also/0.042836 area/0.100626 cash/0.070409 clinton/0.155772 complete/0.100626 completed/0.091397 corp/0.0378 county/0.110802 drill/0.120979 drilled/0.120979 drilling/0.110802 energy/0.081873 existing/0.110802 exploration/0.221605 formation/0.155772 gas/0.202126 harrison/0.155772 hasagreed/0.138375 inc/0.027022 interest/0.068789 langasco/0.155772 let/0.110802 natural/0.110802 ohio/0.138375 oil/0.126378 operate/0.115378 operation/0.103582 overriding/0.155772 pact/0.093406 payment/0.087805 pipeline/0.128199 produced/0.110802 production/0.067268 property/0.230757 provide/0.086186 receive/0.089537 resource/0.401883 reuter/0.000051 rexi/0.155772 royalty/0.138375 said/0.035632 sandstone/0.155772 service/0.093406 transported/0.155772 tuscarawas/0.155772 wells/0.362936 will/0.086376 within/0.093406 work/0.106934 50/0.073053
